original,lemma,article,plural,case_usage,pos,source,context
lebten,lebten,,,,UNKNOWN,trans.pdf,aber glück licher lebten Wie kommen Sie
lediglich,lediglich,,,,UNKNOWN,trans.pdf,das Experiment e lediglich die Geste n
Leerlauf,leerlauf,der,Leerlaufe,,NOUN,trans.pdf,rasch rätseln der Leerlauf der Augenblick e
leerstehende,leerstehende,,,,UNKNOWN,trans.pdf,verlassen was dort leerstehende Gebäude und eine
legal,legal,,,,UNKNOWN,trans.pdf,die Einstellung en legal therapeutisch der Einsatz
lege,lege,,,,UNKNOWN,trans.pdf,eine gute Mutter lege dein Geld optimal
legen,legen,,,,UNKNOWN,trans.pdf,Tunnel einst an legen die Sicherheitslage der
legende,legende,,,"akkusativ, dativ",UNKNOWN,trans.pdf,ich zwei grund legende Probleme Zum einen
Legitimität,legitimität,die,Legitimitäte,dativ,NOUN,trans.pdf,der Sozialstaat die Legitimität die Wirtschaftskrise n
legt,legt,,,akkusativ,UNKNOWN,trans.pdf,auf den Tisch legt um die begehrten
legte,legte,,,dativ,UNKNOWN,trans.pdf,Von dieser Teilstichprobe legte sich rund die
Lehmziegelhaus,lehmziegelhaus,das,Lehmziegelhause,dativ,NOUN,trans.pdf,nen respektiert das Lehmziegelhaus er ab halten
lehren,lehren,,,,UNKNOWN,trans.pdf,die Standardsprache n lehren akzentfrei grammatikalisch einwandfrei
Lehrenden,lehrenden,den,Lehrendene,dativ,NOUN,trans.pdf,einerseits von den Lehrenden und andererseits von
Lehrkraft,lehrkraft,die,Lehrkrafte,,NOUN,trans.pdf,erwerben und die Lehrkraft den Unterrichtsstoff nicht
Lehrkräfte,lehrkräfte,die,Lehrkräften,akkusativ,NOUN,trans.pdf,Veränderungen für die Lehrkräfte einher Weg vom
Lehrperson,lehrperson,die,Lehrpersone,,NOUN,trans.pdf,Deshalb soll die Lehrperson als Begleiter agieren
lehrreich,lehrreich,,,,UNKNOWN,trans.pdf,jedoch spaßig und lehrreich sind Unsere zweite
Lehrstuhl,lehrstuhl,der,Lehrstuhle,,NOUN,trans.pdf,sich engagieren der Lehrstuhl e das Gesundheitswesen
lei,lei,den,leie,,NOUN,trans.pdf,die Gesellschaft den lei denden Menschen heute
leicht,leicht,,,,UNKNOWN,trans.pdf,in späteren Jahren leicht erfolgen Wir beobachten
Leichtigkeit,leichtigkeit,die,Leichtigkeite,,NOUN,trans.pdf,treffen entmutigt die Leichtigkeit das gemeinschaftlich e
Leichtschlaf,leichtschlaf,der,Leichtschlafe,,NOUN,trans.pdf,als auch der Leichtschlaf stabil der Tiefschlaf
Leid,leid,das,Leide,,NOUN,trans.pdf,die Leistungsgesellschaft das Leid psychologisch die Chancenungleichheit
leiden,leiden,,,,UNKNOWN,trans.pdf,Burn-out Tatsächlich aber leiden sie an Misserfolgsarmut
leidenschaftlich,leidenschaftlich,,,akkusativ,UNKNOWN,trans.pdf,der Hochschulraum e leidenschaftlich Praxis Spezialverlag DaF
Leidensdruck,leidensdruck,einen,Leidensdrucke,,NOUN,trans.pdf,kommen haben einen Leidensdruck und wollen es
leider,leider,,,,UNKNOWN,trans.pdf,Frau Reimer Nein leider ist das alles
leidet,leidet,,,,UNKNOWN,trans.pdf,schon nicht mehr leidet wenn man verstanden
leise,leise,die,leisen,,NOUN,trans.pdf,ich aber die leise Hoffnung und vertraue
leisten,leisten,,,,UNKNOWN,trans.pdf,bilden wählen sich leisten können ab wägen
Leistung,leistung,eine,Leistunge,,NOUN,trans.pdf,rebelieren brav eine Leistung erbringen bezweifeln betriebswirtschaftlich
Leistungsdruck,leistungsdruck,der,Leistungsdrucke,dativ,NOUN,trans.pdf,Zurückweisung en der Leistungsdruck ab mildern hin
leistungsfähig,leistungsfähig,,,,UNKNOWN,trans.pdf,n das Schläfchen leistungsfähig dazwischen schieben erlaubt
leistungsfähiger,leistungsfähiger,,,akkusativ,UNKNOWN,trans.pdf,durchlaufen wird umso leistungsfähiger werden ihre Synapsen
Leistungsfähigkeit,leistungsfähigkeit,die,Leistungsfähigkeite,,NOUN,trans.pdf,die Wachheit die Leistungsfähigkeit die Tiefschlafphase n
Leistungsgesellschaft,leistungsgesellschaft,die,Leistungsgesellschafte,akkusativ,NOUN,trans.pdf,darum neoliberal die Leistungsgesellschaft das Leid psychologisch
Leistungsmärchen,leistungsmärchen,das,Leistungsmärchene,,NOUN,trans.pdf,Krebs egoistisch das Leistungsmärchen der die Einzelne
leistungsschwach,leistungsschwach,,,,UNKNOWN,trans.pdf,e ab schweifen leistungsschwach ineffizient die Wachzeit
leiten,leiten,,,,UNKNOWN,trans.pdf,Frau Wyss Sie leiten das größte Liebesbrief-Archiv
Leitungswasser,leitungswasser,das,Leitungswassern,dativ,NOUN,trans.pdf,machen auch das Leitungswasser wird von ihnen
lem,lem,,,,UNKNOWN,trans.pdf,gewinnt vor al lem Zeit sehr viel
len,len,,,,UNKNOWN,trans.pdf,Die größten Stolperfal len sind einmal das
lenken,lenken,,,,UNKNOWN,trans.pdf,Fragestellung en ab lenken sich machen an
ler,ler,,,akkusativ,UNKNOWN,trans.pdf,ich auch Klavierspielen ler nen ohne dass
Lerche,lerche,die,Lerchen,dativ,NOUN,trans.pdf,ausgeschlafen sein die Lerche n die Eule
Lerhrgang,lerhrgang,der,Lerhrgange,,NOUN,trans.pdf,die Kurskosten der Lerhrgang e berufsbezogen in
Lernbereitschaft,lernbereitschaft,die,Lernbereitschafte,,NOUN,trans.pdf,sixarP Werkstatt die Lernbereitschaft demonstrieren sich ablehnend
lerne,lerne,,,,UNKNOWN,trans.pdf,Und gleich zeitig lerne ich mich nicht
lernen,lernen,,,,UNKNOWN,trans.pdf,Kann man es lernen ein guter Chef
Lernenden,lernenden,den,Lernendene,dativ,NOUN,trans.pdf,andererseits von den Lernenden abverlangt Meine Gäste
Lernform,lernform,die,Lernforme,akkusativ,NOUN,trans.pdf,um fassen die Lernform en formal nonformal
Lernforscherin,lernforscherin,die,Lernforscherine,dativ,NOUN,trans.pdf,Was sagt die Lernforscherin zu Lernspielen Frau
Lernort,lernort,der,Lernorte,,NOUN,trans.pdf,die Strukturiertheit der Lernort e angestrebt gelebt
Lernsituation,lernsituation,die,Lernsituatione,,NOUN,trans.pdf,behaltenden Inhalts die Lernsituation aber auch persönliche
Lernstoffes,lernstoffes,des,Lernstoffese,dativ,NOUN,trans.pdf,bessere Behaltensleistung des Lernstoffes zu erwarten Ich
lernt,lernt,,,,UNKNOWN,trans.pdf,mehr so schnell lernt man braucht mehr
lernten,lernten,,,dativ,UNKNOWN,trans.pdf,Bild ist Langfristig lernten die Menschen zuweilen
lese,lese,,,,UNKNOWN,trans.pdf,sagen habt Ich lese euch jetzt die
lesen,lesen,,,dativ,UNKNOWN,trans.pdf,deutscher Über setzung lesen und oder hören
Leseratten-Ecks,leseratten-ecks,des,Leseratten-Eckse,"akkusativ, dativ",NOUN,trans.pdf,nächsten Ausgabe des Leseratten-Ecks rund ums Thema
letzte,letzte,die,letzten,"akkusativ, dativ",NOUN,trans.pdf,vermittelt wird Die letzte Empfehlung für heute
letzten,letzten,der,letztene,,NOUN,trans.pdf,macht In der letzten Folge der Serie
letztend,letztend,,,dativ,UNKNOWN,trans.pdf,Antriebslosigkeit zusammengefasst wird letztend lich vielleicht eine
letztendlich,letztendlich,,,,UNKNOWN,trans.pdf,denn das was letztendlich zählt besteht darin
letzter,letzter,,,,UNKNOWN,trans.pdf,Frau Denkel in letzter Zeit ist immer
Letztere,letztere,das,Letzteren,,NOUN,trans.pdf,der Luxus das Letztere die Muße erfüllt
letztes,letztes,ein,letztese,dativ,NOUN,trans.pdf,nimmt Moderator Ein letztes Wort Ihrerseits Herr
letztlich,letztlich,,,,UNKNOWN,trans.pdf,vor nehmen folglich letztlich relevant die Emissionbilanz
leugnen,leugnen,,,dativ,UNKNOWN,trans.pdf,lässt sich nicht leugnen dass der Strafvollzug
liberalen,liberalen,die,liberalene,"akkusativ, dativ",NOUN,trans.pdf,Argument für die liberalen Gefängnisse dass nach
lich,lich,,,dativ,UNKNOWN,trans.pdf,Hausfrau aber eigent lich keine Option mehr
liche,liche,,,,UNKNOWN,trans.pdf,natürlich ganz unterschied liche Lebenswege beobachtet wurden
licher,licher,,,dativ,UNKNOWN,trans.pdf,arbeiteten aber glück licher lebten Wie kommen
Lie,lie,die,Lien,dativ,NOUN,trans.pdf,dazu drängen die Lie beserklärung zu erwidern
liebe,liebe,,,,UNKNOWN,trans.pdf,Moderator Guten Abend liebe Hörerinnen und Hörer
lieben,lieben,,,,UNKNOWN,trans.pdf,Rogan kann man lieben oder hassen er
lieber,lieber,,,,UNKNOWN,trans.pdf,man sich also lieber häufiger und lange
liebes,liebes,,,akkusativ,UNKNOWN,trans.pdf,HÖRTEXT Guten Abend liebes Publikum Gedanken an
Liebesbriefarchiv,liebesbriefarchiv,das,Liebesbriefarchive,,NOUN,trans.pdf,gebracht hat Das Liebesbriefarchiv erlaubt es uns
Liebesbriefkommunikation,liebesbriefkommunikation,die,Liebesbriefkommunikatione,,NOUN,trans.pdf,Schwung in die Liebesbriefkommunikation gebracht hat Das
Liebesgefühle,liebesgefühle,die,Liebesgefühlen,"akkusativ, dativ",NOUN,trans.pdf,auswirken für die Liebesgefühle Es entsteht ein
liebsten,liebsten,,,,UNKNOWN,trans.pdf,es mir am liebsten wenn wir sie
liebt,liebt,,,,UNKNOWN,trans.pdf,der die Musik liebt Musiker werden kann
Lieferdienstfahrer,lieferdienstfahrer,der,Lieferdienstfahrern,,NOUN,trans.pdf,IT-Expertin nen der Lieferdienstfahrer die Lieferdienstfahrerin nen
Lieferdienstfahrerin,lieferdienstfahrerin,die,Lieferdienstfahrerine,,NOUN,trans.pdf,der Lieferdienstfahrer die Lieferdienstfahrerin nen o die
liefern,liefern,,,dativ,UNKNOWN,trans.pdf,das Angstkribbeln ab liefern das Dopingmittel lauten
liegen,liegen,,,,UNKNOWN,trans.pdf,Wohnkosten Pl vor liegen das Statistische Amt
liegt,liegt,,,dativ,UNKNOWN,trans.pdf,Der personalisierten Ernährung liegt folgende Annahme zugrunde
ließ,ließ,,,,UNKNOWN,trans.pdf,des Ökosystems werden ließ Einst Jäger und
ließe,ließe,,,,UNKNOWN,trans.pdf,Perspektiven aufgezeigt Noch ließe sich das Ruder
ließen,ließen,,,,UNKNOWN,trans.pdf,moderne Welt entstehen ließen Den wissenschaftlichen Fak
life,life,,,,UNKNOWN,trans.pdf,die Lebensberaterin nen life coach die Bedienung
lindern,lindern,,,,UNKNOWN,trans.pdf,Bedienung der Alltagsstress lindern der Schmelztiegel der
line-Lexikons,line-lexikons,,,,UNKNOWN,trans.pdf,Aufbau eines On line-Lexikons reagiert Ein besonderer
Linguisten,linguisten,dem,Linguistene,dativ,NOUN,trans.pdf,wir mit dem Linguisten und Buchautor Jürgen
Linguistik,linguistik,die,Linguistike,,NOUN,trans.pdf,fort bestehen die Linguistik sich äußern der
liothek,liothek,,,,UNKNOWN,trans.pdf,der Österreichischen Nationalbib liothek fast m lang
literarisch,literarisch,,,,UNKNOWN,trans.pdf,der Kontrast e literarisch das Zitat e
litik,litik,,,,UNKNOWN,trans.pdf,und internationale Po litik sowie über wichtige
lizei-Korruption,lizei-korruption,,,,UNKNOWN,trans.pdf,sexueller Gewalt Po lizei-Korruption und vorurteilsbelasteter Rechtsprechung
lobbying,lobbying,,,,UNKNOWN,trans.pdf,bestehend der Lobbyismus lobbying Test Lesen Teil
Lobbyismus,lobbyismus,der,Lobbyismuse,,NOUN,trans.pdf,potenziell bestehend der Lobbyismus lobbying Test Lesen
loben,loben,,,,UNKNOWN,trans.pdf,auf Augenhöhe kommunizieren loben motivieren Feed back
lobenswerte,lobenswerte,die,lobenswerten,akkusativ,NOUN,trans.pdf,auch durch die lobenswerte Überwindung der eurozentrischen
locker,locker,,,akkusativ,UNKNOWN,trans.pdf,Bleiben Sie unbedingt locker freundlich und humorvoll
lockerer,lockerer,,,akkusativ,UNKNOWN,trans.pdf,Die Sprache ist lockerer der Ton umgangssprachlicher
lockt,lockt,,,dativ,UNKNOWN,trans.pdf,Arbeit Dieses Konzept lockt mit Freiheit und
logi,logi,die,logie,,NOUN,trans.pdf,Kultur aufwachsen die logi sches Denken praktiziert
Logik,logik,die,Logike,,NOUN,trans.pdf,obdachlos schief die Logik der Krebs egoistisch
logisch,logisch,,,,UNKNOWN,trans.pdf,Alter können Kinder logisch denken Frau Stern
lohnende,lohnende,,,akkusativ,UNKNOWN,trans.pdf,und lieben und lohnende Lebensziele verfolgen können
lohnt,lohnt,,,,UNKNOWN,trans.pdf,erneut straffällig Es lohnt sich einen Blick
lokal,lokal,,,,UNKNOWN,trans.pdf,die Forschende Großbritannien lokal der Chor e
Lokalzeitung,lokalzeitung,die,Lokalzeitunge,dativ,NOUN,trans.pdf,mit bekommen die Lokalzeitung en das Herz
los,los,,,,UNKNOWN,trans.pdf,das Einmaleins beherrschen los radeln der Radfahrablauf
loswerden,loswerden,,,,UNKNOWN,trans.pdf,wir schnell wieder loswerden wollen Doch der
love,love,,,,UNKNOWN,trans.pdf,Allerdings wird I love you im Englischen
Loyalität,loyalität,die,Loyalitäte,dativ,NOUN,trans.pdf,der Teamgeist die Loyalität empatisch das Miteinander
Luftaufbereitung,luftaufbereitung,die,Luftaufbereitunge,,NOUN,trans.pdf,der Natur Die Luftaufbereitung ist auch ein
Luftqualität,luftqualität,der,Luftqualitäte,,NOUN,trans.pdf,und Verbesserung der Luftqualität in unseren Städten
Luftschraube,luftschraube,die,Luftschrauben,,NOUN,trans.pdf,n funktional die Luftschraube n das Prinzip
lung,lung,,,dativ,UNKNOWN,trans.pdf,tun Die Vorstel lung weniger Arbeit zu
lungen,lungen,,,,UNKNOWN,trans.pdf,da allgemeingültige Ernährungsempfeh lungen Jeder Mensch braucht
Lungenfunktion,lungenfunktion,die,Lungenfunktione,,NOUN,trans.pdf,n therapeutisch die Lungenfunktion verwunderlich jeher die
Lupe,lupe,die,Lupen,dativ,NOUN,trans.pdf,en unter die Lupe nehmen von vorne
lustig,lustig,,,,UNKNOWN,trans.pdf,Die Geschichten sind lustig bittersüß teilweise sehr
lustigerweise,lustigerweise,,,,UNKNOWN,trans.pdf,versieht erledigt sein lustigerweise kursieren der Trick
Luxus,luxus,der,Luxuse,,NOUN,trans.pdf,ab wägen der Luxus das Letztere die
Luxusware,luxusware,die,Luxuswaren,"akkusativ, dativ",NOUN,trans.pdf,der Glückskonsum die Luxusware n etwas zur
lächerlich,lächerlich,,,dativ,UNKNOWN,trans.pdf,ihnen scheinen wir lächerlich viel mit Arbeit
ländliche,ländliche,der,ländlichen,,NOUN,trans.pdf,Stadt-Land-Perspektive überwiegend der ländliche Kreis der Eigentümer
ländlichere,ländlichere,,,"akkusativ, dativ",UNKNOWN,trans.pdf,einem Umzug in ländlichere Regionen mit der
länger,länger,,,dativ,UNKNOWN,trans.pdf,sich auszutauschen bleibt länger angespannt Moderator Können
längere,längere,,,"akkusativ, dativ",UNKNOWN,trans.pdf,Um Sinneseindrücke über längere Zeit behalten zu
längst,längst,die,längste,akkusativ,NOUN,trans.pdf,auch Krisen die längst gut dokumentiert und
längsten,längsten,,,akkusativ,UNKNOWN,trans.pdf,um die am längsten laufende Studie der
lässt,lässt,,,,UNKNOWN,trans.pdf,das Leben entstehen lässt und unsere Erde
lösen,lösen,,,dativ,UNKNOWN,trans.pdf,e unbekannt aus lösen ausgelöst die Gehirnwelle
löst,löst,,,,UNKNOWN,trans.pdf,unsichtbarer Schutzschild Schlagfertigkeit löst keine Konflikte aber
lösungsorientiert,lösungsorientiert,,,dativ,UNKNOWN,trans.pdf,diese methodisch und lösungsorientiert bearbeiten Unerwartete Herausforde
lückenhaftes,lückenhaftes,,,dativ,UNKNOWN,trans.pdf,wo noch teils lückenhaftes Wissen vermittelt wird
machen,machen,,,dativ,UNKNOWN,trans.pdf,n heilig ausfindig machen FaD galrevlaizepS sixarP
Macher,macher,der,Machern,,NOUN,trans.pdf,an merken der Macher die Macherin nen
Macherin,macherin,die,Macherine,,NOUN,trans.pdf,der Macher die Macherin nen die Passivität
Macht,macht,die,Machte,dativ,NOUN,trans.pdf,gesellschaftlich gottgegeben die Macht ergreifen im Zuge
machtlos,machtlos,,,,UNKNOWN,trans.pdf,skeptisch aber auch machtlos sie müssen sich
machtvolles,machtvolles,ein,machtvollese,,NOUN,trans.pdf,pressen So ein machtvolles Werkzeug in den
mag,mag,,,"akkusativ, genitiv",UNKNOWN,trans.pdf,sie kaum jemand mag Weshalb wird trotzdem
Magensausen,magensausen,das,Magensausene,dativ,NOUN,trans.pdf,das Herzklopfen das Magensausen das Angstkribbeln ab
magere,magere,,,,UNKNOWN,trans.pdf,bewirtschaftete Weiden und magere Wiesen zählen in
Mahlzei,mahlzei,der,Mahlzeie,,NOUN,trans.pdf,die Planung der Mahlzei ten die gemeinsame
Mahlzeit,mahlzeit,eine,Mahlzeite,,NOUN,trans.pdf,jemand auf eine Mahlzeit reagieren wird Herr
mahnen,mahnen,,,"akkusativ, dativ",UNKNOWN,trans.pdf,die Tabakkontrolle n mahnen zugleich der Tabakkonsum
MAK-Bibliothek,mak-bibliothek,der,MAK-Bibliotheke,dativ,NOUN,trans.pdf,und Zeitschriftenbestand der MAK-Bibliothek wird mit einem
Maklerbüro,maklerbüro,das,Maklerbüroe,,NOUN,trans.pdf,Option en das Maklerbüro s angemessen bezahlbar
mal,mal,,,,UNKNOWN,trans.pdf,denken wenn sie mal ein Rechtsproblem haben
man,man,,,,UNKNOWN,trans.pdf,Existenz egla wie man sie dreht und
Management,management,das,Managemente,,NOUN,trans.pdf,folgt gehoben das Management bildungsbürgerlich buchkaufend die
Managen,managen,das,Managene,,NOUN,trans.pdf,Herr Sprenger Das Managen kann man lernen
Manager,manager,der,Managern,,NOUN,trans.pdf,sich schämen der Manager die Managerin nen
Managerin,managerin,die,Managerine,,NOUN,trans.pdf,der Manager die Managerin nen die Autorität
manche,manche,,,dativ,UNKNOWN,trans.pdf,wie uns zurzeit manche Unternehmen weismachen wollen
manchmal,manchmal,,,,UNKNOWN,trans.pdf,niemand bezweifeln Doch manchmal laufen Ordnungsprinzipien in
mand,mand,,,akkusativ,UNKNOWN,trans.pdf,werden Kaum je mand sagt ihnen dass
Mangel,mangel,den,Mangeln,,NOUN,trans.pdf,nur auf den Mangel und auf die
mangelnd,mangelnd,,,"akkusativ, dativ",UNKNOWN,trans.pdf,DaF Werkstatt unmittelbar mangelnd der Wohnraum e
mangels,mangels,,,akkusativ,UNKNOWN,trans.pdf,das Individuum Individuen mangels GEN die Aufstiegsmöglichkeiten
Manifestations,manifestations,der,Manifestationse,dativ,NOUN,trans.pdf,nach Ansicht der Manifestations experten bewusst oder
Manifestationskurses,manifestationskurses,eines,Manifestationskursese,,NOUN,trans.pdf,den Besuch eines Manifestationskurses im Berghotel Bandemin
manifestieren,manifestieren,,,,UNKNOWN,trans.pdf,das Gesundheitsverhalten sich manifestieren die Weichen stellen
manipulieren,manipulieren,,,dativ,UNKNOWN,trans.pdf,Potenzial Menschen zu manipulieren oder zu er
Mann,mann,dem,Manne,,NOUN,trans.pdf,die es dem Mann erlaubt emo tional
Mannes,mannes,eines,Mannese,,NOUN,trans.pdf,den Namen eines Mannes Dies ist alles
Manuskript,manuskript,das,Manuskripte,,NOUN,trans.pdf,Prinzip ien das Manuskript e die Spirale
manövrieren,manövrieren,,,,UNKNOWN,trans.pdf,der Planet en manövrieren im Laufe GEN
Marketing,marketing,das,Marketinge,,NOUN,trans.pdf,Illustration en das Marketing ködern nicht wahrhaben
Marketingstrategie,marketingstrategie,die,Marketingstrategien,dativ,NOUN,trans.pdf,Raucherquote n die Marketingstrategie n die Auswertung
markierten,markierten,,,dativ,UNKNOWN,trans.pdf,an einer sehr markierten Stelle verwendet zur
Marktdynamik,marktdynamik,die,Marktdynamike,,NOUN,trans.pdf,Bürokratie über die Marktdynamik der Ordnung über
markttechnischen,markttechnischen,,,dativ,UNKNOWN,trans.pdf,vorkommen oder aus markttechnischen Gesichtspunkten lieber Praxis
marode,marode,eine,maroden,dativ,NOUN,trans.pdf,Gebäude und eine marode Infrastruktur zur Folge
Marsch,marsch,die,Marsche,"akkusativ, dativ",NOUN,trans.pdf,Carolina aufwächst Die Marsch eine Gegend mit
Marschlandes,marschlandes,des,Marschlandese,,NOUN,trans.pdf,wird Teil des Marschlandes Dieses Buch ist
Maschine,maschine,eine,Maschinen,dativ,NOUN,trans.pdf,lernt denn eine Maschine Gefühle zu verstehen
Maschinensprache,maschinensprache,die,Maschinensprachen,,NOUN,trans.pdf,sich übertragen die Maschinensprache formulieren der Hintergrund
Masse,masse,der,Massen,dativ,NOUN,trans.pdf,dringen aus der Masse heraus stechen hinterher
massiger,massiger,,,,UNKNOWN,trans.pdf,wurden sie tendenziell massiger in wärmeren blieben
massiv,massiv,,,dativ,UNKNOWN,trans.pdf,Soziologie-Dozentin nen zweifellos massiv die Nutzung fossile
materiell,materiell,,,,UNKNOWN,trans.pdf,die Erwerbstätigkeit en materiell das Schaffen das
materiellen,materiellen,,,,UNKNOWN,trans.pdf,dass die wichtigsten materiellen Bedürfnisse gedeckt sind
mathegestresst,mathegestresst,,,dativ,UNKNOWN,trans.pdf,ausgeatmet akut ermitteln mathegestresst Praxis Spezialverlag DaF
mathematische,mathematische,eine,mathematischen,,NOUN,trans.pdf,Oper oder eine mathematische Formel werden wir
Mathetest,mathetest,der,Matheteste,,NOUN,trans.pdf,Plastikhaube n der Mathetest s ab ziehen
Max-Planck-Instituts,max-planck-instituts,des,Max-Planck-Institutse,,NOUN,trans.pdf,Bruns Primatologen des Max-Planck-Instituts beobachteten im westafrikanischen
Maß,maß,das,Maße,,NOUN,trans.pdf,legen überambitioniert das Maß e der Hochleistungssport
maßgeblich,maßgeblich,,,dativ,UNKNOWN,trans.pdf,men der Unterhaltung maßgeblich zu seiner Entstehung
Maßnahme,maßnahme,die,Maßnahmen,,NOUN,trans.pdf,influencer regulieren die Maßnahme n die Tabaksteuer
